frame number,nose_x, nose_y, nose_z, nose_visibility,right shoulder_x, right shoulder_y, right shoulder_z, right shoulder_visibility,left shoulder_x, left shoulder_y, left shoulder_z, left shoulder_visibility,right elbow_x, right elbow_y, right elbow_z, right elbow_visibility,left elbow_x, left elbow_y, left elbow_z, left elbow_visibility,right wrist_x, right wrist_y, right wrist_z, right wrist_visibility,left wrist_x, left wrist_y, left wrist_z, left wrist_visibility,right hip_x, right hip_y, right hip_z, right hip_visibility,left hip_x, left hip_y, left hip_z, left hip_visibility,right knee_x, right knee_y, right knee_z, right knee_visibility,left knee_x, left knee_y, left knee_z, left knee_visibility,right ankle_x, right ankle_y, right ankle_z, right ankle_visibility,left ankle_x, left ankle_y, left ankle_z, left ankle_visibility
0,0.32179391384124756,0.10578128695487976,0.06205103546380997,0.9987896084785461,0.28891170024871826,0.18099704384803772,0.22197562456130981,0.9998965263366699,0.2553603947162628,0.15041497349739075,-0.09734689444303513,0.9997732043266296,0.3435913324356079,0.3058789372444153,0.13460923731327057,0.04132404550909996,0.33414381742477417,0.23452875018119812,-0.08250974118709564,0.7993050217628479,0.34415730834007263,0.1740075945854187,-0.10345875471830368,0.06751357018947601,0.3395173251628876,0.1419961154460907,0.10428329557180405,0.2701708972454071,0.2868245840072632,0.4625667929649353,0.10153495520353317,0.9999650716781616,0.25949516892433167,0.44714295864105225,-0.10180933773517609,0.999957799911499,0.27118808031082153,0.7030982971191406,0.0857483297586441,0.00465006660670042,0.2541393041610718,0.6977366805076599,-0.08807332813739777,0.06903617084026337,0.2381022870540619,0.928114652633667,0.12152106314897537,0.008881800808012486,0.22853413224220276,0.9364606142044067,-0.0913354828953743,0.06545063853263855,
1,0.3216839134693146,0.10693337023258209,0.06575832515954971,0.9986914396286011,0.2893834710121155,0.1894555389881134,0.22155313193798065,0.9998946785926819,0.25519484281539917,0.1503499448299408,-0.08839192986488342,0.9997749924659729,0.3440963625907898,0.30644944310188293,0.1340305209159851,0.039642687886953354,0.33401980996131897,0.22946730256080627,-0.07548878341913223,0.8036364912986755,0.34425121545791626,0.17413417994976044,-0.0936901718378067,0.06532445549964905,0.3403024673461914,0.14107689261436462,0.10667142271995544,0.2800258994102478,0.2899566888809204,0.46466144919395447,0.09833771735429764,0.9999632239341736,0.25954774022102356,0.4473542869091034,-0.09864059835672379,0.9999565482139587,0.2739938199520111,0.7015647888183594,0.07664716988801956,0.0044986531138420105,0.25428149104118347,0.6953457593917847,-0.08987653255462646,0.06939607858657837,0.23707140982151031,0.9280930757522583,0.09486114233732224,0.008756392635405064,0.22801007330417633,0.936512291431427,-0.11468999832868576,0.06603318452835083,
2,0.32188674807548523,0.10761305689811707,0.0692681148648262,0.9985918402671814,0.29051321744918823,0.19140996038913727,0.22231990098953247,0.9998924136161804,0.25518524646759033,0.14997480809688568,-0.08276546746492386,0.9997760653495789,0.34446579217910767,0.307101309299469,0.1342608481645584,0.03765562176704407,0.3336963355541229,0.2260289341211319,-0.06947607547044754,0.8058932423591614,0.34432151913642883,0.17507024109363556,-0.0920175239443779,0.06234876066446304,0.34078535437583923,0.13947981595993042,0.11089614778757095,0.28532570600509644,0.29238656163215637,0.4656094014644623,0.09724470973014832,0.999962329864502,0.2595653235912323,0.4476017355918884,-0.09756147861480713,0.9999561905860901,0.2771921157836914,0.7000260949134827,0.07438094913959503,0.00433384021744132,0.25446775555610657,0.6936227083206177,-0.089839406311512,0.06860096007585526,0.2366049587726593,0.927846372127533,0.09487587958574295,0.008526451885700226,0.22692684829235077,0.9368087649345398,-0.1152283102273941,0.06538905948400497,
3,0.32288500666618347,0.10757599025964737,0.07135327905416489,0.998393177986145,0.2911384403705597,0.1919737309217453,0.22491329908370972,0.9998873472213745,0.25544804334640503,0.1498039811849594,-0.08108958601951599,0.9997706413269043,0.3448304831981659,0.3073578476905823,0.13627901673316956,0.03546266630291939,0.33356866240501404,0.2250586748123169,-0.0683806836605072,0.8039113283157349,0.34431999921798706,0.17591111361980438,-0.0906890258193016,0.05851377546787262,0.3415006399154663,0.13987962901592255,0.11284814774990082,0.2797030508518219,0.2934363782405853,0.4657130241394043,0.09734109789133072,0.9999616742134094,0.25965145230293274,0.4477711319923401,-0.09765652567148209,0.999955952167511,0.28002315759658813,0.6996514797210693,0.07547468692064285,0.004164086189121008,0.2557203769683838,0.6933896541595459,-0.09076705574989319,0.06762389838695526,0.23675698041915894,0.9268137812614441,0.10098066180944443,0.008220922201871872,0.22658048570156097,0.9375392198562622,-0.11128591746091843,0.06414759904146194,
4,0.3240424692630768,0.10777127742767334,0.07229924201965332,0.9981355667114258,0.29444387555122375,0.19209258258342743,0.2248096615076065,0.9998806715011597,0.25545039772987366,0.1497473567724228,-0.07862541824579239,0.9997663497924805,0.34504982829093933,0.3074045181274414,0.13651201128959656,0.03335615247488022,0.33356669545173645,0.22371132671833038,-0.06907764077186584,0.7994470596313477,0.34451884031295776,0.17602035403251648,-0.0886327400803566,0.054777923971414566,0.34209296107292175,0.13901136815547943,0.10905470699071884,0.27658161520957947,0.2945983111858368,0.4658967852592468,0.0960419550538063,0.9999608397483826,0.2596064805984497,0.4478791058063507,-0.09636113792657852,0.9999555349349976,0.28397294878959656,0.6990113258361816,0.0742025375366211,0.0040457709692418575,0.256851464509964,0.6930235624313354,-0.09570680558681488,0.06669651716947556,0.2385304719209671,0.9260786175727844,0.10091397166252136,0.007991337217390537,0.22659611701965332,0.9378085136413574,-0.1207207590341568,0.06304953992366791,
5,0.32519587874412537,0.10820601880550385,0.06512715667486191,0.9978892207145691,0.29807230830192566,0.19216977059841156,0.2147703915834427,0.9998725652694702,0.2554124891757965,0.14961563050746918,-0.0805840939283371,0.9997631311416626,0.3457331359386444,0.30756887793540955,0.12998037040233612,0.03196169063448906,0.33377355337142944,0.22239160537719727,-0.07015816122293472,0.7991454601287842,0.34502747654914856,0.17587868869304657,-0.08958091586828232,0.05205405130982399,0.3423994481563568,0.13725882768630981,0.09856057167053223,0.27842462062835693,0.2963166832923889,0.4677796959877014,0.09419339150190353,0.9999609589576721,0.25953909754753113,0.4501035213470459,-0.09450263530015945,0.9999561905860901,0.28918594121932983,0.6990259289741516,0.07567834109067917,0.004086903762072325,0.258154034614563,0.6931405663490295,-0.09216243773698807,0.06776990741491318,0.24118730425834656,0.9229945540428162,0.12053439766168594,0.008115836419165134,0.2267051488161087,0.9377283453941345,-0.10626130551099777,0.06499957293272018,
6,0.32740768790245056,0.10815662890672684,0.06516017764806747,0.9977602958679199,0.3002065420150757,0.19222725927829742,0.21469153463840485,0.9998675584793091,0.25545206665992737,0.1493222713470459,-0.08132967352867126,0.9997624158859253,0.34623774886131287,0.3084128201007843,0.1278611123561859,0.031004076823592186,0.3339459002017975,0.221561998128891,-0.07612158358097076,0.7999992966651917,0.34585946798324585,0.1758754551410675,-0.09506648033857346,0.0499960295855999,0.342880517244339,0.1368630826473236,0.09232717007398605,0.27960824966430664,0.29747334122657776,0.46975094079971313,0.09432573616504669,0.9999608397483826,0.25952431559562683,0.45114412903785706,-0.09463014453649521,0.999956488609314,0.297529011964798,0.6988508701324463,0.0754890963435173,0.004169084597378969,0.26143878698349,0.6926403641700745,-0.10102991759777069,0.07051428407430649,0.2429407387971878,0.9190883636474609,0.11948703974485397,0.008181372657418251,0.2274908423423767,0.9360278844833374,-0.12320534884929657,0.06748290359973907,
7,0.3291686773300171,0.10800409317016602,0.060254789888858795,0.9977353811264038,0.3020138144493103,0.19210752844810486,0.20959271490573883,0.9998631477355957,0.2554403245449066,0.14966215193271637,-0.0846254974603653,0.99976646900177,0.34711217880249023,0.30871468782424927,0.12459849566221237,0.030316350981593132,0.3339395523071289,0.21977181732654572,-0.08635495603084564,0.8045791983604431,0.3466709852218628,0.17605169117450714,-0.09678229689598083,0.048362962901592255,0.34298455715179443,0.1363111138343811,0.07015153765678406,0.2909865975379944,0.2983190417289734,0.47033366560935974,0.0936000794172287,0.9999607801437378,0.259492963552475,0.45211127400398254,-0.09389486163854599,0.9999570250511169,0.3012075424194336,0.6980335116386414,0.07643938064575195,0.0044486201368272305,0.26283448934555054,0.6916444301605225,-0.10076961666345596,0.07650022208690643,0.24530239403247833,0.9136839509010315,0.12502093613147736,0.008771734312176704,0.22793909907341003,0.9337140917778015,-0.11973612755537033,0.07515885680913925,
8,0.32997122406959534,0.10800741612911224,0.05749357491731644,0.9977362155914307,0.30381229519844055,0.19202695786952972,0.20763178169727325,0.9998588562011719,0.255279541015625,0.150249183177948,-0.08920855075120926,0.9997717142105103,0.34809884428977966,0.30868133902549744,0.12267167121171951,0.029748225584626198,0.33375027775764465,0.21569934487342834,-0.09641217440366745,0.8109772205352783,0.34751683473587036,0.17597073316574097,-0.09970447421073914,0.04696418717503548,0.34300634264945984,0.13412269949913025,0.05424916744232178,0.30791109800338745,0.29939550161361694,0.47026896476745605,0.09366244822740555,0.9999623894691467,0.2594927251338959,0.45243117213249207,-0.09395363926887512,0.9999591708183289,0.3056555986404419,0.6976495385169983,0.08472123742103577,0.005431830883026123,0.263600617647171,0.6906296610832214,-0.10736993700265884,0.09747149050235748,0.24874547123908997,0.9094842076301575,0.1445012390613556,0.011145696975290775,0.22801558673381805,0.9307902455329895,-0.13185128569602966,0.10128775238990784,
9,0.33038437366485596,0.1078789234161377,0.035130515694618225,0.9978580474853516,0.30429598689079285,0.19151908159255981,0.19007508456707,0.9998592734336853,0.2547318637371063,0.15337729454040527,-0.1065298467874527,0.9997801184654236,0.34913691878318787,0.30853626132011414,0.10878046602010727,0.031113581731915474,0.33352360129356384,0.21633212268352509,-0.1256185919046402,0.8209976553916931,0.34838783740997314,0.17558857798576355,-0.11433499306440353,0.04886779189109802,0.3431865870952606,0.1342214196920395,-0.004460529424250126,0.34359750151634216,0.3002176880836487,0.4706847667694092,0.09302709996700287,0.9999633431434631,0.2597386837005615,0.45545879006385803,-0.09329691529273987,0.9999608397483826,0.30935341119766235,0.697434663772583,0.09853794425725937,0.007448035757988691,0.26470696926116943,0.6908718347549438,-0.10520731657743454,0.12529051303863525,0.25130242109298706,0.9021283984184265,0.17744407057762146,0.014864804223179817,0.22792042791843414,0.9300832152366638,-0.12053292244672775,0.13690538704395294,
